unique_id,name,boro,geo_dist,projdesc,award,consttype,buildingid,building_address,city,zip_code,borough,latitude,longitude,community_board,community_council,bin,bbl,census_tract,nta,data_as_of,computed_region_efsh_h5xi,computed_region_f5dn_yrer,computed_region_yeji_bk3q,computed_region_92fq_4b7q,computed_region_sbqj_enih
9378,"A. PHILIP RANDOLPH HS -MANHATT",M,6,"EXT MASONRY/FLOOD ELMNTN/PARAPETS/ROOFS",999.999999,CIP,M540,"443 WEST 135 STREET",Manhattan,10031,MANHATTAN,40.818188,-73.950356,109,9,1059409,1019570078,21703,MN0902,1900-05-19,12428,37,4,36,17
9379,"FORT HAMILTON HS - K",K,20,"MASONRY DEFECTS/ROOFS/FLOOD/PARAPETS",999.999999,CIP,K490,"8301 SHORE ROAD",Brooklyn,11209,BROOKLYN,40.627898,-74.039985,310,47,3152318,2147483647,46,BK1001,1900-05-19,17216,10,2,44,41
9380,"P.S. 54 - BRONX",X,10,"FYRESO A PLAYGROUNDS",999.999999,CIP,X054,"2703 WEBSTER AVENUE",Bronx,10458,BRONX,40.864527,-73.887829,207,15,2113630,2032780014,40502,BX0702,1900-05-19,10936,24,5,22,34
9381,"P.S. 123 - QUEENS",Q,27,"TCU REMOVAL & PLAYGROUND REDEVELOPMENT",999.999999,CIP,Q123,"145-01 119 AVENUE",Queens,11436,QUEENS,40.678296,-73.795620,412,28,4260828,2147483647,18402,QN1203,1900-05-19,24671,41,3,46,71
9382,"A. PHILIP RANDOLPH HS -MANHATT",M,6,"LSP VACUUM CONDENSATE PUMPS",999.999999,CIP,M540,"443 WEST 135 STREET",Manhattan,10031,MANHATTAN,40.818188,-73.950356,109,9,1059409,1019570078,21703,MN0902,1900-05-19,12428,37,4,36,17
9383,"P.S. 205 - BROOKLYN",K,20,"FLOOD ELIMINATION/PARAPETS/EXTERIOR MASONRY/ROOFS",999.999999,CIP,K205,"6701 20 AVENUE",Brooklyn,11204,BROOKLYN,40.615270,-73.987149,311,43,3134749,2147483647,256,BK1101,1900-05-19,16867,1,2,45,37
9384,"PRE-K CENTER @ 606 WEST 57TH STREET - MANHATTAN",M,2,Lease,999.999999,CAP,M444,"606 WEST 57TH STREET",Manhattan,10019,MANHATTAN,40.770531,-73.991945,104,6,1090190,1011040031,13502,MN0402,1900-05-19,12081,12,4,19,10
9385,"P.S. 317 - QUEENS",Q,27,"SANDY: HEAT/FLOOD/ELEC/ INTERIOR/NON-SANDY:CLIMATE",999.999999,CIP,Q225,"1-90 BEACH 110 STREET",Queens,11694,QUEENS,40.580928,-73.831836,414,32,4303853,2147483647,938,QN1403,1900-05-19,20532,51,3,41,58
9386,"I.S. 217 - QUEENS",Q,28,"PLANYC BOILER/PLANYC CLIMATE CONTROL",999.999999,CIP,Q217,"85-05 144 STREET",Queens,11435,QUEENS,40.710030,-73.812508,408,24,4208124,2147483647,232,QN0805,1900-05-19,24670,25,3,24,65
9387,"I.S. 419 - QUEENS",Q,24,New,999.999999,CAP,Q419,"111-10 ASTORIA BOULEVARD",Queens,11369,QUEENS,40.759900,-73.859218,403,21,4000000,2147483647,373,QN0302,1900-05-19,14511,65,3,21,73
9388,"P.S. 139 - QUEENS",Q,28,"WATER PENETRATION/ROOFS",999.999999,CIP,Q139,"93-06 63 DRIVE",Queens,11374,QUEENS,40.728140,-73.863582,406,30,4072457,2147483647,693,QN0601,1900-05-19,14785,40,3,28,70
9389,"J.H.S. 67 - QUEENS",Q,26,"FLOOD ELIMINATION",999.999999,CIP,Q067,"51-60 MARATHON PKWY",Queens,11362,QUEENS,40.762708,-73.733694,411,19,4170797,2147483647,150701,QN1103,1900-05-19,14197,26,3,20,69
9390,"HEADQTRS 65 CNTRL ADMIN. - K",K,15,"LSP AIR COMPRESSOR",999.999999,CIP,K801,"65 COURT STREET",Brooklyn,11201,BROOKLYN,40.692012,-73.991227,302,33,3002557,2147483647,9,BK0201,1900-05-19,16865,68,2,38,54
9391,"THE RIVERSIDE SCHOOL - MANHATTAN",M,3,New,999.999999,CAP,M342,"300 WEST 61ST STREET",Manhattan,10023,MANHATTAN,40.773073,-73.990068,107,6,1088870,1011717510,15102,MN0701,1900-05-19,10091,20,4,19,12
9392,"GROVER CLEVELAND HS - QUEENS",Q,24,"FY18 RESO A ELECTRICAL SYSTEM",999.999999,CIP,Q485,"21-27 HIMROD STREET",Queens,11385,QUEENS,40.711033,-73.908814,405,30,4080227,2147483647,59501,QN0502,1900-05-19,15310,54,3,34,62
9393,"GROVER CLEVELAND HS - QUEENS",Q,24,"ELECTRICAL WORK FOR A/C INITIATIVE",999.999999,CIP,Q485,"21-27 HIMROD STREET",Queens,11385,QUEENS,40.711033,-73.908814,405,30,4080227,2147483647,59501,QN0502,1900-05-19,15310,54,3,34,62
9394,"P.S. 42 - BRONX",X,9,"FLOOD ELIMINATION/PARAPETS/EXTERIOR MASONRY/ROOFS",999.999999,CIP,X042,"1537 WASHINGTON AVENUE",Bronx,10457,BRONX,40.838288,-73.902987,203,16,2009466,2029030023,169,BX0302,1900-05-19,10935,34,5,42,25
9395,"RICHMOND HILL HS - QUEENS",Q,27,"FY18 RESO A AUDITORIUM� UPGRADE",999.999999,CIP,Q475,"89-30 114 STREET",Queens,11418,QUEENS,40.695888,-73.833681,409,29,4195688,2147483647,124,QN0902,1900-05-19,24014,46,3,46,60
9396,"I.S. 244 - BRONX",X,10,"PLANYC BOILER/PLANYC CLIMATE CTRL",999.999999,CIP,X143,"120 WEST 231 STREET",Bronx,10463,BRONX,40.875916,-73.901110,208,14,2015547,2032530141,273,BX0801,1900-05-19,11272,48,5,29,33
9397,"UNIVERSITY NEIGHBORHOOD HS - M",M,1,"FY18 RESO A SAFETY SYSTEMS",999.999999,CIP,M446,"200 MONROE STREET",Manhattan,10002,MANHATTAN,40.712399,-73.984497,103,1,1003214,1002590044,202,MN0302,1900-05-19,11723,70,4,32,4
9398,"MOTT HAVEN COMMUNITY HIGH SCHO",X,7,"FLOOD ELIMINATION/WINDOWS",999.999999,CIP,X655,"455 SOUTHERN BLVD",Bronx,10455,BRONX,40.810803,-73.907015,201,8,2003883,2025760026,35,BX0101,1900-05-19,10933,49,5,35,23
9399,"LONGWOOD PREPARATORY ACADEMY",X,8,"IP DIGITAL VIDEO SURVEILLANCE SYSTEM",999.999999,CIP,X039,"965 LONGWOOD AVENUE",Bronx,10459,BRONX,40.817512,-73.898212,202,17,2005616,2027100001,87,BX0202,1900-05-19,10937,8,5,43,24
9400,"P.S. 150 - BRONX",X,12,"FY18 RESO A SUPPLEMENTAL COOLING",999.999999,CIP,X150,"920 EAST 167 STREET",Bronx,10459,BRONX,40.826360,-73.894398,202,17,2005681,2027170005,12701,BX0202,1900-05-19,10937,8,5,43,24
9401,"P.S. 32 - BROOKLYN",K,15,Addition,999.999999,CAP,K032,"317 HOYT STREET",Brooklyn,11231,BROOKLYN,40.680445,-73.991949,306,39,3000000,2147483647,75,BK0601,1900-05-19,13514,14,2,27,48
9402,"P.S. 112 - QUEENS",Q,30,"ROOFS/PAPAPETS/EXTERIOR MASONRY",999.999999,CIP,Q112,"25-05 37 AVENUE",Queens,11101,QUEENS,40.756891,-73.934523,401,26,4004170,2147483647,3302,QN0105,1900-05-19,16863,39,3,33,72
9403,"H.S. 745 - BROOKLYN",K,17,"IP DIGITAL VIDEO SURVEILLANCE SYSTEM",999.999999,CIP,K470,"600 KINGSTON AVENUE",Brooklyn,11203,BROOKLYN,40.658893,-73.942458,309,40,3107227,2147483647,810,BK0902,1900-05-19,16866,17,2,11,44
9404,"MARTIN VAN BUREN HS - QUEENS",Q,26,"ELECTRICAL WORK FOR A/C INITIATIVE",999.999999,CIP,Q435,"230-17 HILLSIDE AVENUE",Queens,11427,QUEENS,40.733066,-73.738756,413,23,4166101,2147483647,1301,QN1302,1900-05-19,24336,63,3,16,63
9405,"HS FOR ARTS & TECHNOLOGY - M",M,3,"FY16 RESO A TERRACE SURFACING/ROOFS/WINDOWS",999.999999,CIP,M490,"122 AMSTERDAM AVENUE",Manhattan,10023,MANHATTAN,40.774351,-73.984753,107,6,1030343,1011570025,15101,MN0701,1900-05-19,12420,20,4,19,12
9406,"I.S. 88 - BROOKLYN",K,15,"FY18 RESO A GYMNASIUM UPGRADE",999.999999,CIP,K088,"544 7TH AVENUE",Brooklyn,11215,BROOKLYN,40.660024,-73.987637,307,39,3331276,2147483647,147,BK0702,1900-05-19,17617,9,2,7,45
9407,"I.S. 14 - BROOKLYN",K,22,"WATER PENETRATION/PLANYC BOILER/PLANYC CLIMATE",999.999999,CIP,K014,"2424 BATCHELDER STREET",Brooklyn,11235,BROOKLYN,40.593521,-73.937672,315,48,3203617,2147483647,596,BK1503,1900-05-19,13826,32,2,15,36
9408,"WILLIAM E. GRADY VOC HS - K",K,21,"IP DIGITAL VIDEO SURVEILLANCE SYSTEM",999.999999,CIP,K620,"25 BRIGHTON 4TH ROAD",Brooklyn,11235,BROOKLYN,40.582585,-73.963477,313,48,3196378,2147483647,366,BK1303,1900-05-19,13826,21,2,15,35
9409,"I.S. 424 - BRONX",X,8,"FY19 RESO A SCHOOL SAFETY",999.999999,CIP,X074,"730 BRYANT AVENUE",Bronx,10474,BRONX,40.815455,-73.885770,202,17,2006566,2027630279,11701,BX0201,1900-05-19,12343,8,5,43,24
9410,"MILLENNIUM HS - MANHATTAN",M,2,"FY19 RESO A AUDITORIUM UPGRADE",999.999999,CIP,M824,"75 BROAD STREET",Manhattan,10004,MANHATTAN,40.704541,-74.011552,101,1,1000849,1000290070,9,MN0101,1900-05-19,11725,56,4,32,1
9411,"P.S. 287 - BROOKLYN",K,13,"ROOFS/PARAPETS/EXTERIOR MASONRY",999.999999,CIP,K287,"50 NAVY STREET",Brooklyn,11201,BROOKLYN,40.697901,-73.980540,302,35,3000203,2147483647,23,BK0202,1900-05-19,16865,68,2,48,54
9412,"ADULT AND CONTINUING EDUCATION",K,13,"EXT MSNRY/LOW VOLT/VENT/ROOFS/WIN/ PARAPETS/FLOOD",999.999999,CIP,K743,"475 NOSTRAND AVENUE",Brooklyn,11216,BROOKLYN,40.681233,-73.949737,303,36,3053020,2147483647,249,BK0301,1900-05-19,17618,69,2,49,51
9413,"P.S./I.S. @ 3269 ATLANTIC AVENUE - BROOKLYN",K,19,New,999.999999,CAP,K667,"3269 ATLANTIC AVENUE",Brooklyn,11218,BROOKLYN,40.680655,-73.875152,305,37,0,0,1178,BK0501,1900-05-19,17215,45,2,37,47
9414,"P.S. 205 - QUEENS",Q,26,"BOILER/CLIMATE CTRL/FLOOD/MASONRY/ ROOFS/PARAPETS",999.999999,CIP,Q205,"75-25 BELL BLVD",Queens,11364,QUEENS,40.737678,-73.756791,411,23,4164007,2147483647,129103,QN1104,1900-05-19,14506,26,3,16,69
9415,"HS OF GRAPHIC COMM. ARTS (VOC)",M,2,"PLANYC BOILERS CONVERSION/CLIMATE CONTROL",999.999999,CIP,M625,"439 WEST 49 STREET",Manhattan,10019,MANHATTAN,40.763370,-73.990600,104,3,1026646,1010590015,127,MN0402,1900-05-19,12081,12,4,10,10
9416,"P.S. 144 - QUEENS",Q,28,Addition,999.999999,CAP,Q144,"93-02 69 AVENUE",Queens,11375,QUEENS,40.714978,-73.853372,406,29,4076870,2147483647,729,QN0602,1900-05-19,14786,40,3,28,70
9417,"LIBERATION DIPLOMA PLUS H.S. -",K,21,"FY18 RESO A GYMNASIUM UPGRADE",999.999999,CIP,K728,"2865 WEST 19 STREET",Brooklyn,11224,BROOKLYN,40.577208,-73.985953,313,47,3329331,2147483647,326,BK1302,1900-05-19,18184,21,2,45,35
9418,"I.S. 447 - BRONX",X,10,"FY16 RESO A IP SURVEILLANCE CAMERA INSTALLATION",999.999999,CIP,X115,"120 EAST 184 STREET",Bronx,10468,BRONX,40.859752,-73.900161,205,14,2013899,2031720046,23703,BX0503,1900-05-19,11606,6,5,29,29
9419,"JULIA RICHMAN H.S.",M,2,"LL 41/16 COMPLIANCE",999.999999,CIP,M480,"317 EAST 67 STREET",Manhattan,10065,MANHATTAN,40.765359,-73.960059,108,5,1083343,1014420001,118,MN0801,1900-05-19,10090,23,4,1,11
9420,"P.S. 164 - BROOKLYN",K,20,"EXT MASONRY/ROOFS/CLIMATE CTRL/PARAPETS",999.999999,CIP,K164,"4211 14TH AVENUE",Brooklyn,11219,BROOKLYN,40.637486,-73.985955,312,44,3135976,2147483647,232,BK1202,1900-05-19,17621,2,2,18,39
9421,"I.S. 136 - BROOKLYN",K,15,"ELECTRICAL SYSTEM UPGRADE/FLOOD ELIMINATION",999.999999,CIP,K136,"4004 4TH AVENUE",Brooklyn,11232,BROOKLYN,40.651977,-74.006862,307,38,3010580,2147483647,82,BK0702,1900-05-19,13515,9,2,7,45
9422,"MARTIN VAN BUREN HS - QUEENS",Q,26,"IP DIGITAL VIDEO SURVEILLANCE SYSTEM",999.999999,CIP,Q435,"230-17 HILLSIDE AVENUE",Queens,11427,QUEENS,40.733066,-73.738756,413,23,4166101,2147483647,1301,QN1302,1900-05-19,24336,63,3,16,63
9423,"P.S. 242 - QUEENS",Q,25,"IP DIGITAL VIDEO SURVEILLANCE SYSTEM",999.999999,CIP,Q242,"29-66 137TH STREET",Queens,11354,QUEENS,40.771265,-73.831525,407,20,4462993,2147483647,88902,QN0707,1900-05-19,13832,22,3,3,67
9424,"P.S. 18 - STATEN ISLAND",R,31,"FY18 RESO A AUDITORIUM UPGRADE",999.999999,CIP,R018,"221 BROADWAY","Staten Island",10310,"STATEN IS",40.636587,-74.117509,501,49,5004877,2147483647,105,SI0104,1900-05-19,10697,4,1,13,74
9425,"P.S. 33 - QUEENS",Q,29,"FY19 RESO A GYMNASIUM UPGRADE",999.999999,CIP,Q033,"91-37 222 STREET",Queens,11428,QUEENS,40.727134,-73.735077,413,23,4230589,2147483647,560,QN1303,1900-05-19,24337,63,3,16,63
9426,"P.S. 88 - QUEENS",Q,24,"LSP DOMESTIC WATER PRESSURE PUMP REPLACEMENT",999.999999,CIP,Q088,"60-85 CATALPA AVENUE",Queens,11385,QUEENS,40.703779,-73.896374,405,30,4085173,2147483647,585,QN0502,1900-05-19,15310,54,3,34,62
9427,"P.S. 197 - BROOKLYN",K,22,"EXT MASONRY/PARAPETS/ROOFS/WINDOWS/FLOOD/PIPING",999.999999,CIP,K197,"1599 EAST 22 STREET",Brooklyn,11210,BROOKLYN,40.612623,-73.951906,314,48,3182169,2147483647,546,BK1403,1900-05-19,17217,60,2,15,43
9428,"P.S. 158 - BROOKLYN",K,19,"STRUCTURAL DEFECTS",999.999999,CIP,K158,"400 ASHFORD STREET",Brooklyn,11207,BROOKLYN,40.672579,-73.884803,305,42,3089176,2147483647,1150,BK0502,1900-05-19,17214,45,2,37,47
9429,"P.S. 5 - STATEN ISLAND",R,31,"FLOOD ELIMINATION",999.999999,CIP,R005,"348 DEISIUS STREET","Staten Island",10312,"STATEN IS",40.530169,-74.187635,503,51,5082407,2147483647,176,SI0304,1900-05-19,10699,15,1,9,77
9430,"PRE-K CENTER @ 355 EAST 76 STREET - MANHATTAN",M,2,Lease,999.999999,CAP,M471,"355 EAST 76 STREET",Manhattan,10021,MANHATTAN,40.770756,-73.954958,108,5,1045173,1014510017,134,MN0801,1900-05-19,12083,23,4,1,11
9431,"I.S. 10 - QUEENS",Q,30,"ELECTRICAL WORK FOR A/C INITIATIVE",999.999999,CIP,Q010,"45-11 31 AVENUE",Queens,11103,QUEENS,40.759363,-73.912902,401,22,4012664,2147483647,151,QN0104,1900-05-19,16860,39,3,4,72
9432,"P.S. 176 - QUEENS",Q,29,"FY19 RESO A AUDITORIUM UPGRADE",999.999999,CIP,Q176,"120-45 235 STREET",Queens,11411,QUEENS,40.685492,-73.729982,413,27,4276382,2147483647,614,QN1304,1900-05-19,15311,63,3,6,63
9433,"P.S. 102 - QUEENS",Q,24,"FY19 RESO A ROOM CONVERSIONS/PARTITIONING",999.999999,CIP,Q102,"55-24 VAN HORN STREET",Queens,11373,QUEENS,40.733514,-73.877857,404,30,4437597,2147483647,479,QN0401,1900-05-19,14784,66,3,5,68
9434,"EDWARD R. MURROW HS - K",K,21,"ELECTRICAL WORK FOR A/C INITIATIVE",999.999999,CIP,K525,"1600 AVENUE L",Brooklyn,11230,BROOKLYN,40.620525,-73.959285,314,44,3180673,2147483647,768,BK1403,1900-05-19,13513,60,2,18,43
9435,"P.S./I.S. 217 - MANHATTAN",M,2,"FY14 RESO A GREEN ROOF",999.999999,CIP,M271,"645 MAIN STREET",Manhattan,10044,MANHATTAN,40.763894,-73.947916,108,5,1084848,1013730001,23802,MN0801,1900-05-19,13099,23,4,1,72
9436,"P.S. 213 - BROOKLYN",K,19,"PLANYC CLIMATE CONTROL/PLANYC BOILER CONVERSION",999.999999,CIP,K213,"580 HEGEMAN AVENUE",Brooklyn,11207,BROOKLYN,40.660510,-73.890288,305,42,3097334,2147483647,1104,BK0503,1900-05-19,17214,45,2,25,47
9437,"P.S. @ 836-841 5TH AVENUE - BROOKLYN",K,15,Demo,999.999999,CAP,K671,"836-841 5TH AVENUE",Brooklyn,11232,BROOKLYN,40.653278,-74.001838,307,38,3000000,2147483647,84,BK0702,1900-05-19,13515,9,2,7,45
9438,"I.S. 75 - STATEN ISLAND",R,31,"CHILLER REPLACEMENT",999.999999,CIP,R075,"455 HUGUENOT AVENUE","Staten Island",10312,"STATEN IS",40.544380,-74.197897,503,51,5079651,2147483647,17014,SI0303,1900-05-19,10699,15,1,9,77
9439,"MILLENIUM ART ACADEMY - BRONX",X,8,"ELECTRICAL WORK FOR A/C INITIATIVE",999.999999,CIP,X450,"1980 LAFAYETTE AVENUE",Bronx,10473,BRONX,40.822290,-73.856167,209,18,2022205,2036040039,16,BX0902,1900-05-19,11611,58,5,31,26
9440,"J.H.S. 190 - QUEENS",Q,28,"IP DIGITAL VIDEO SURVEILLANCE SYSTEM",999.999999,CIP,Q190,"68-17 AUSTIN STREET",Queens,11375,QUEENS,40.722707,-73.851699,406,29,4075214,2147483647,71305,QN0602,1900-05-19,14786,40,3,28,70
9441,"P.S. 214 - BRONX",X,12,"EXTERIOR MASONRY/ROOFS",999.999999,CIP,X167,"1970 WEST FARMS ROAD",Bronx,10460,BRONX,40.839565,-73.880358,206,15,2094603,2030210038,60,BX0601,1900-05-19,11269,35,5,43,31
9442,"I.S. 75 - STATEN ISLAND",R,31,"IP DIGITAL VIDEO SURVEILLANCE SYSTEM",999.999999,CIP,R075,"455 HUGUENOT AVENUE","Staten Island",10312,"STATEN IS",40.544380,-74.197897,503,51,5079651,2147483647,17014,SI0303,1900-05-19,10699,15,1,9,77
9443,"P.S. 335 - BROOKLYN",K,16,"PARTIAL ACESSIBILITY",999.999999,CIP,K335,"130 ROCHESTER AVENUE",Brooklyn,11213,BROOKLYN,40.674656,-73.927794,308,36,3035887,2147483647,307,BK0802,1900-05-19,17615,16,2,49,49
9444,"P.S. 215 - BROOKLYN",K,21,"EXTERIOR MASONRY/PARAPETS",999.999999,CIP,K215,"415 AVENUE S",Brooklyn,11223,BROOKLYN,40.602084,-73.970013,315,44,3178584,2147483647,41401,BK1501,1900-05-19,18183,32,2,45,36
9445,"P.S. 116 - MANHATTAN",M,2,"FY18 RESO A SAFETY SYSTEMS",999.999999,CIP,M116,"210 EAST 33 STREET",Manhattan,10016,MANHATTAN,40.744838,-73.978116,106,4,1020080,1009130007,7002,MN0603,1900-05-19,12078,71,4,50,9
9446,"ALC - BROOKLYN CHOICES",K,32,"EXT MASONRY/WINDOWS/PARAPETS/ROOFS",999.999999,CIP,K799,"271 MELROSE STREET",Brooklyn,11206,BROOKLYN,40.702083,-73.929647,304,34,3071962,2147483647,425,BK0401,1900-05-19,17213,42,2,30,53
9447,"P.S. 95 - BROOKLYN",K,21,"FY17 RESO A SUPPLEMENTAL COOLING",999.999999,CIP,K095,"345 VAN SICKLEN STREET",Brooklyn,11223,BROOKLYN,40.595698,-73.975180,315,44,3192661,2147483647,398,BK1501,1900-05-19,18183,32,2,45,36
9448,"P.S. 99 - QUEENS",Q,28,"WATER PENETRATION/PARAPETS",999.999999,CIP,Q099,"82-37 KEW GARDENS ROAD",Queens,11415,QUEENS,40.711419,-73.828628,409,29,4080168,2147483647,21601,QN0901,1900-05-19,24011,46,3,28,60
9449,"P.S. 280 - BRONX",X,10,"FY 17 RESO A AUDITORIUM UPGRADE",999.999999,CIP,X080,"149 EAST MOSHOLU PKWY N",Bronx,10467,BRONX,40.876299,-73.881532,207,11,2018046,2033360035,419,BX0703,1900-05-19,11605,24,5,40,34
9450,"P.S. 121 - BROOKLYN",K,21,"FY15 RESO A AIR CONDITIONING SPLIT SYSTEM",999.999999,CIP,K121,"5301 20TH AVENUE",Brooklyn,11204,BROOKLYN,40.623273,-73.978822,312,44,3253281,2147483647,464,BK1204,1900-05-19,16867,2,2,18,39
9451,"BRONX INTERNATIONAL - BRONX",X,9,"TERRA COTTA REPL/FLOOD/ROOFS/WINDOW/INTERIOR SPACE",999.999999,CIP,X400,"1110 BOSTON RD",Bronx,10456,BRONX,40.827642,-73.904473,203,17,2004526,2026340001,135,BX0301,1900-05-19,10934,34,5,42,25
9452,"P.S. 315 - BROOKLYN",K,22,"LOW VOLTAGE ELECTRICAL SYSTEM",999.999999,CIP,K152,"725 EAST 23 STREET",Brooklyn,11210,BROOKLYN,40.632562,-73.954724,314,45,3205780,2147483647,772,BK1401,1900-05-19,17217,60,2,26,43
9453,"I.S. 322 - MANHATTAN",M,6,"FY19 RESO A MULTIMEDIA CENTER UPGRADES",999.999999,CIP,M218,"4600 BROADWAY",Manhattan,10040,MANHATTAN,40.860806,-73.930661,112,10,1076756,1021720016,285,MN1202,1900-05-19,13098,47,4,39,22
9454,"P.S. 398 - QUEENS",Q,30,New,999.999999,CAP,Q398,"69-01 34TH AVENUE",Queens,11377,QUEENS,40.752493,-73.896922,403,25,4620027,2147483647,291,QN0301,1900-05-19,14787,65,3,5,73
9455,"I.S. 5 - QUEENS",Q,24,"LSP VACUUM/CONDENSATE PUMP SYSTEM REPLACEMENT",999.999999,CIP,Q005,"50-40 JACOBUS STREET",Queens,11373,QUEENS,40.737718,-73.887429,404,30,4454423,2147483647,489,QN0203,1900-05-19,14784,66,3,5,68
9456,"P.S. 145 - MANHATTAN",M,3,"FY16 RESO A IP SURVEILLANCE CAMERA INSTALLATION",999.999999,CIP,M145,"150 WEST 105 STREET",Manhattan,10025,MANHATTAN,40.799376,-73.965308,107,7,1083561,1018590001,189,MN0703,1900-05-19,12422,20,4,23,15
9457,"HS FOR HEALTH CAREER & SCIENCE",M,6,"WATER MAIN - BACKFLOW ISSUE",999.999999,CIP,M465,"549 AUDUBON AVENUE",Manhattan,10040,MANHATTAN,40.855855,-73.927120,112,10,1076751,1021600018,277,MN1202,1900-05-19,13098,47,4,39,22
9458,"P.S. 124 - BROOKLYN",K,15,"FY16 RESO A SUPPLEMENTAL COOLING",999.999999,CIP,K124,"515 4TH AVENUE",Brooklyn,11215,BROOKLYN,40.667545,-73.991046,306,38,3023391,2147483647,14101,BK0602,1900-05-19,17617,14,2,27,50
9459,"P.S. 134 - BRONX",X,12,"MINI BUILDING CONDITIONS/PLAYGROUND REDEVELOPMENT",999.999999,CIP,X134,"1330 BRISTOW STREET",Bronx,10459,BRONX,40.831194,-73.894773,203,17,2010273,2029650082,153,BX0303,1900-05-19,10937,34,5,43,25
9460,"I.S. 210 - QUEENS",Q,27,"IP DIGITAL VIDEO SURVEILLANCE SYSTEM",999.999999,CIP,Q210,"93-11 101 AVENUE",Queens,11416,QUEENS,40.683858,-73.847470,409,32,4188567,2147483647,38,QN0904,1900-05-19,24012,46,3,41,60
9461,"P.S. 81 - QUEENS",Q,24,"STANDALONE GYM ANNEX",999.999999,CIP,Q342,"1716 BLEECKER STREET",Queens,11385,QUEENS,40.704168,-73.912235,405,34,4548602,2147483647,545,QN0502,1900-05-19,15310,54,3,30,62
9462,"HS FOR MEDIA & COMM - MANHATTA",M,6,"FY17 RESO A ROOM CONVERSIONS/PARTITIONING",999.999999,CIP,M465,"549 AUDUBON AVENUE",Manhattan,10040,MANHATTAN,40.855855,-73.927120,112,10,1076751,1021600018,277,MN1202,1900-05-19,13098,47,4,39,22
9463,"I.S. 145 - QUEENS",Q,30,"PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL",999.999999,CIP,Q145,"33-34 80 STREET",Queens,11372,QUEENS,40.754661,-73.887112,403,25,4442764,2147483647,285,QN0301,1900-05-19,14783,65,3,5,73
9464,"P.S. 155 - BROOKLYN",K,23,"LSP PUMP SYSTEM REPLACEMENT",999.999999,CIP,K155,"1355 HERKIMER STREET",Brooklyn,11233,BROOKLYN,40.677415,-73.908734,316,37,3042263,2147483647,369,BK1601,1900-05-19,13516,55,2,37,46
9465,"FRANCIS LEWIS HS - QUEENS",Q,26,"WATER PENETRATION",999.999999,CIP,Q430,"58-20 UTOPIA PKWY",Queens,11365,QUEENS,40.740724,-73.792830,411,20,4148763,2147483647,1417,QN1101,1900-05-19,14507,26,3,3,69
9466,"K753 SPED - BROOKLYN",K,13,"PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL",999.999999,CIP,K085,"510 CLERMONT AVENUE",Brooklyn,11238,BROOKLYN,40.682533,-73.968769,302,35,3057521,2147483647,179,BK0203,1900-05-19,13829,68,2,48,55
9467,"P.S. 160 - QUEENS",Q,28,CHIMNEY/ROOFS/PARAPETS/FLOOD,999.999999,CIP,Q160,"109-59 INWOOD STREET",Queens,11435,QUEENS,40.688103,-73.800415,412,28,4258143,2147483647,196,QN1202,1900-05-19,24670,41,3,46,61
9468,"CAMBRIA HEIGHTS ACADEMY - QUEE",Q,29,"LSP DANFOSS RADIATOR STEAM VALVES",999.999999,CIP,Q799,"188-04 91ST AVENUE",Queens,11423,QUEENS,40.711849,-73.771195,412,23,4222072,2147483647,480,QN1206,1900-05-19,24332,41,3,16,61
9469,"FLUSHING HS - QUEENS",Q,25,"ELECTRICAL WORK FOR A/C INITIATIVE",999.999999,CIP,Q460,"35-01 UNION STREET",Queens,11354,QUEENS,40.765166,-73.827890,407,20,4113172,2147483647,1161,QN0707,1900-05-19,13832,22,3,3,67
9470,"FIORELLO LAGUARDIA HS - MANHAT",M,3,"IP DIGITAL VIDEO SURVEILLANCE SYSTEM",999.999999,CIP,M485,"100 AMSTERDAM AVENUE",Manhattan,10023,MANHATTAN,40.773629,-73.985273,107,6,1030341,1011560030,15101,MN0701,1900-05-19,12420,20,4,19,12
9471,"NYC SCHOOL CONSTRUCTION AUTHOR",Q,24,"CAPITAL PLANNING NEW OFFICE BUILDOUT",999.999999,CIP,Q998,"30-30 THOMSON AVENUE",Queens,11101,QUEENS,40.745042,-73.936191,402,26,4003533,2147483647,17902,QN0202,1900-05-19,16858,53,3,33,66
9472,"Q177 SPED - QUEENS",Q,26,"PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL",999.999999,CIP,Q177,"56-37 188 STREET",Queens,11365,QUEENS,40.743910,-73.788133,411,20,4128231,2147483647,1417,QN1101,1900-05-19,14507,26,3,3,69
9473,"Q811 SPED - QUEENS",Q,26,"LL 41/16 COMPLIANCE",999.999999,CIP,Q811,"61-25 MARATHON PKWY",Queens,11362,QUEENS,40.756778,-73.729487,411,23,4173060,2147483647,152902,QN1103,1900-05-19,14197,26,3,16,69
9474,"BERGTRAUM HS - MANHATTAN",M,2,"SCIENCE LAB UPGRADE/FIRE ALARM SYSTEMS",999.999999,CIP,M520,"411 PEARL STREET",Manhattan,10038,MANHATTAN,40.711442,-74.000851,101,1,1001388,1001130100,2901,MN0102,1900-05-19,13096,56,4,32,2
